day1_temp,day1_speed,day1_pollution,day2_temp,day2_speed,day2_pollution,day3_temp,day3_speed,day3_pollution,day4_temp,day4_speed,day4_pollution,day5_pollution
16.86128256672557,27.19841082731338,59.37503055197872,8.765192302879047,7.660923285319225,83.49519408547297,3.978051004869145,11.46404599656302,96.52475283447413,13.528276445517376,-7.1478019976812055,105.80868072511228,109.97165708830639
23.260765086987533,1.4449584111241531,56.134169421536505,25.24213514514821,9.740542443060555,69.39647354458077,34.145225120405065,7.354053370875399,73.23400489503082,45.76610716776441,2.073459380435823,66.40511772753543,78.99601084123928
15.35600400963888,12.397503471873216,61.29951243810048,19.861977482802907,19.85889798980097,63.80920087493975,35.52605528251094,10.956819584277794,65.90240609134597,28.216506789872415,18.674931014338334,74.15450994737115,78.20490294027032
14.372897561027958,17.816674056849223,54.674970505162285,18.353977804942776,18.35971818512265,64.56651493700288,40.11422621624643,14.186011818723507,76.17062692270089,36.97836381410465,13.637148349347434,73.84945487719358,75.56191193191266
19.424039780457893,16.63656365396076,34.867191858438574,28.99531791040265,30.463247369504693,46.67653668875446,24.98620606442876,27.731883491973797,95.7595608891186,31.981369884696875,3.467852954126666,109.30861466850372,117.78930600491734
25.186364996520393,17.680015694560083,19.341479556826933,28.45527661465569,30.057151364189245,43.568592103554586,24.993654629463204,21.488612884220395,87.64408293173965,16.204160932636825,3.0326601003485267,114.81219600475907,135.097188016063
9.360814697170982,20.842545168629442,56.65208462750512,1.095129644796252,9.872005267204488,74.9389534160792,9.596472915395099,12.57947107521543,94.39699557735358,0.5867681392690729,1.2994600939388523,100.11433070844757,101.42415426351943
28.48144862188506,13.869800457940425,28.57098636590467,16.347219576139047,21.442177752941745,37.22051172641232,35.845843367927586,11.94457928567354,81.85228827893124,25.91363749837436,1.5823463903953505,126.21351685551213,126.7007597297273
30.463132982514395,17.82150016271397,31.23665683144364,37.190366730249615,17.236783703399603,51.232754685557616,33.97057797132882,14.053135636105392,83.08177722014568,13.981642762205126,-2.082517213953601,107.5285682530345,124.19131048116763
16.35005475186231,22.867487651894162,55.26165144597131,12.15588094212123,17.691903881084098,86.35027690083359,13.64883091232054,3.372869084423888,81.49980217689958,13.837300406760686,3.0270200301988828,98.79521037864195,104.3950577120097
7.069555627644067,31.970134729912097,55.83600131661083,13.300754223801254,9.238340765243183,81.69449575169084,9.667655400470162,3.586049394641244,94.15529036156948,5.604694004622027,5.711982079101777,95.73422275862852,115.71074013394089
13.873064817123256,31.436494171264023,57.71050996425037,7.611189284310098,8.387580578117586,77.48598210094198,10.996200022042515,-0.860180817782938,87.23728345057503,11.804999020358153,7.363091918394003,94.10722471988122,107.07380591679444
17.08585775041677,26.134040208420423,57.92326217601094,29.747419293729145,22.397408848637784,62.00498014337023,33.91930390935467,9.860087277710953,79.79941323623827,41.77319022490193,13.562267297499234,61.28214001384083,78.20025149283605
9.192171440690032,31.973693317841118,48.723544750057854,18.785782756382556,10.600161223241775,82.65071310394909,10.496505006892864,8.919290374953027,95.04320500195298,11.550103321044517,7.909649583547623,99.19459677958362,105.55493671401173
3.7196683907379002,12.296286756553132,56.01891084454991,2.949714021636902,13.004939261057327,78.0479235361078,11.635937118492006,-5.194020535011319,101.46564822427698,2.1380917562322024,-5.815114926107665,103.38178774100075,116.79600013434073
18.14274276226572,29.63717636428016,57.41747015450409,15.122428164250325,11.94202854495145,81.9105113194331,11.64709661485313,4.98595354734278,98.89060352172554,-7.543309966265648,-2.4530183249307607,103.39481818930298,111.22791290075148
14.903815375802083,27.229514836673307,57.6218859914348,7.378543407012668,3.7067139306789167,77.91698645541017,12.136766173141813,8.42668391948703,98.26777013313526,10.734663052219071,-6.191511674360809,103.99562611331802,114.06415721525225
20.178707397112632,23.529750454193003,23.173326380319406,33.864922215106915,18.82642607316901,52.90242375106538,32.602732385995594,24.006804128375652,82.99968875060819,22.55454999911164,-6.572126134197433,114.46859871715435,124.28266629325346
9.498297283603804,9.483247501745371,57.13820326109321,29.508661636001218,11.073363289562995,68.23981067957853,30.76185644781717,16.78482011998833,77.72428205276388,33.38451807076914,24.524252363173563,67.16512090798,74.33245413064115
19.46310152616448,14.54396665752856,72.79325964515026,19.22458977580563,-0.35009330561171126,72.6169202011811,4.300020049141761,8.264223371543316,90.39706521266459,4.224045532789584,-8.287369187603414,101.72557401191003,108.79937148356305
24.477161969723547,16.29364137309536,34.98422138180054,26.617322351090024,18.82894603375211,53.37017077816932,33.26996820926925,22.135352608641647,68.20955444874525,16.154959347998087,5.7672674406754245,105.0651960295432,125.49895523852877
17.320958798383078,13.292990962141522,59.319469438360144,21.39504477889092,19.283266768493085,66.12872811014594,37.07027890146746,11.376069530635052,75.03981233090232,39.940180192900165,4.22500720184318,69.8045635955833,78.0233894760065
17.36049876686295,12.973463130377144,63.773584812051126,25.412297725512083,25.10820189972736,65.55301682538362,34.381734277235594,14.110321560410462,71.19877783433225,49.032007308396956,27.350149154687983,76.36960043978135,77.90862677543053
7.429930906861298,25.64890448933461,64.14298488565576,15.23318317392214,12.86224603295743,75.56228484743646,16.00660289503059,18.74705963874593,97.20705347238099,7.808921785451518,1.2467613302449156,98.30115952911265,110.14539709652108
15.488929394252347,22.086336598228037,60.16706433316568,19.192323532789928,5.272702094951208,81.79800711804751,9.368143501067712,-1.4904813423426688,92.90097607260822,12.104857862418786,2.293817851014553,91.49490911823125,109.67798149859827
25.66214108750112,15.041355625353525,34.374950183589306,23.12400807478184,24.028338815068466,44.79015940083369,38.168768111361295,17.431823204051557,82.76649217620317,30.259682799175238,3.319633182381158,118.18107693485653,124.51768885873804
27.79283981338719,19.53615875308133,32.750716939101075,33.423511704826474,32.099221673287275,54.233185042564436,34.42888521382011,32.93780167518431,77.14464609229779,12.509658593853894,5.21296048947023,114.52145826508422,128.6520618519576
28.388063589335395,15.178823452497554,36.31053031418878,24.589821073397736,21.592293625568537,50.823376022606524,24.53907490531061,18.221081394689488,75.98511438996564,25.53915091399813,13.599568206536174,109.425371829933,133.23199963969606
26.38399904852718,24.44174518356427,32.17076823310639,23.587936542210382,27.713015046324504,43.36725034955259,21.554083783122692,25.441569580962835,74.99758319061606,20.549015971675576,0.6511334570457432,110.95070262633159,126.8260039704847
8.381740088482232,7.439620371950403,56.22933824862887,18.128082829099444,14.407132210573971,57.14087988158645,46.128106431876446,14.16903015954644,77.48145474625962,35.282837731319276,20.06185664012527,71.94061669341674,76.46934777617112
2.302613008358363,23.676877906413495,58.75264294719972,17.95040773268328,16.024820011453333,75.72068440585748,13.654402864620835,-2.4237209278202085,84.79357867632865,9.249799493384577,-1.6258076963683956,94.72419583119394,111.35687404958175
1.2671708775076347,18.312495682486023,63.68553443310969,14.60084048717291,10.612396778880347,77.64097498545648,4.2246008639486,0.21092274504612263,98.3040935454028,-5.679568067719702,0.5937435365218382,94.38518344245175,106.9089473882998
33.137291842489816,15.79541577863721,37.29327891728877,26.965162791917592,26.520421179797644,36.32953619940593,32.38794802013368,15.404931225386289,75.22298988796194,10.87630905708139,-8.642317588804548,112.48457435379527,127.05227076179956
14.875316676579741,13.26020290149095,60.92579981398405,22.374777826460214,17.554022667013893,73.46790667462135,39.47466672079532,9.969633683662138,74.91944294659737,34.24165051493362,12.636040639071133,70.50507899348325,73.33949925388924
26.87696180381778,12.265373985418686,32.06009181690782,21.40911114497404,31.267100819682987,42.53738658327628,20.473245135227835,17.177451247473233,82.70101654649753,18.581724762616375,2.9593921637507266,110.5882265706502,116.62098104182958
7.7724541424591544,12.082928731814675,67.53723723874039,21.136338892575036,16.581386577033626,65.29186219635011,32.523806912636545,5.589799775588305,70.88352808580306,36.012307490692,19.05272505059439,74.08232570835588,73.5688455852586
13.155973061579349,13.177196709518388,45.6016422080333,27.802435122279086,21.025988742987934,62.483120656204726,32.01064728634243,17.562065582244482,74.08006985481401,39.21103939825079,14.626389463628863,74.67647731986438,70.94120043107927
